antecedents,consequents
frozenset({'I Like The Sound Of That'}),"frozenset({'Snapback', 'Play It Again', 'Crash And Burn', 'Body Like A Back Road', 'Break Up with Him', 'Leave The Night On', 'Somewhere On A Beach', 'H.O.L.Y.', 'Barefoot Blue Jean Night', 'This Is How We Roll', 'Die A Happy Man', 'Make You Miss Me', 'T-Shirt', 'Anything Goes', 'House Party', 'Stay A Little Longer', 'Break Up In A Small Town'})"
frozenset({'I Took A Pill In Ibiza - Seeb Remix'}),"frozenset({'Roses', 'One Dance', 'Closer'})"
frozenset({'IV. sweatpants'}),"frozenset({'Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'V. 3005'})"
frozenset({'Ignition - Remix'}),"frozenset({'Hey Ya! - Radio Mix / Club Mix', ""Hips Don't Lie"", 'Hollaback Girl', 'Hot In Herre', 'Tipsy - Club Mix', 'Gold Digger', 'Promiscuous', ""Buy U a Drank (Shawty Snappin')"", ""It Wasn't Me"", 'Smack That - Dirty', 'Yeah!', 'Get Low - Street', 'In Da Club'})"
frozenset({'In Da Club'}),"frozenset({'Ignition - Remix', 'Hot In Herre', 'Get Low - Street', 'Yeah!', 'Gold Digger', 'Candy Shop'})"
frozenset({'In the Name of Love'}),frozenset({'Closer'})
frozenset({'It Goes Like This'}),"frozenset({'Springsteen', 'Play It Again', 'Crash And Burn', 'Leave The Night On', 'Barefoot Blue Jean Night', 'Get Me Some Of That', 'This Is How We Roll', 'H.O.L.Y.', 'Die A Happy Man', 'T-Shirt', ""Runnin' Outta Moonlight"", 'Make Me Wanna', 'House Party', ""Whatever She's Got""})"
"frozenset({'John Cougar, John Deere, John 3:16'})","frozenset({'Play It Again', 'Crash And Burn', 'Break Up with Him', 'Leave The Night On', 'H.O.L.Y.', 'Die A Happy Man', 'T-Shirt', 'House Party', 'Break Up In A Small Town'})"
frozenset({'Jordan Belfort'}),frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Jumpman', 'Antidote'})","frozenset({'White Iverson', 'Broccoli (feat. Lil Yachty)', 'No Role Modelz'})"
"frozenset({'Jumpman', 'Back To Back'})",frozenset({'No Role Modelz'})
"frozenset({'Jumpman', 'HUMBLE.'})","frozenset({'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Jumpman', 'Low Life'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Jumpman', 'Mask Off'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)', 'HUMBLE.'})"
"frozenset({'Jumpman', 'Trap Queen'})","frozenset({'679 (feat. Remy Boyz)', 'Broccoli (feat. Lil Yachty)', 'Hotline Bling'})"
frozenset({'Jumpman'}),"frozenset({'X (feat. Future)', 'Starboy', '10 Bands', ""I Don't Fuck With You"", 'Fight Night', '2 Phones', 'Trap Queen', 'Work', 'Truffle Butter', 'Fake Love', 'Famous', 'Money Longer', 'Energy', 'We Dem Boyz', 'Summer Sixteen', 'F*ck Up Some Commas', 'Antidote', 'White Iverson', 'The Hills', 'No Type', 'Blessings', 'Flex (Ooh, Ooh, Ooh)', 'Mask Off', 'Back To Back', 'Wet Dreamz', 'goosebumps', 'Come Get Her', 'iSpy (feat. Lil Yachty)', 'Throw Sum Mo', 'DNA.', 'Controlla', 'Hotline Bling', 'Where Ya At', 'No Role Modelz', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'm.A.A.d city', 'You Was Right', 'pick up the phone', 'Blasé (feat. Future & Rae Sremmurd)', 'R.I.C.O. (feat. Drake)', 'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'This Could Be Us', 'Bounce Back', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', '679 (feat. Remy Boyz)', '0 To 100 / The Catch Up', 'Father Stretch My Hands Pt. 1', 'Ni**as In Paris', 'Know Yourself', 'Too Good', 'Low Life', 'Pop Style', 'Uber Everywhere', ""F**kin' Problems"", 'G.O.M.D.', 'No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version', 'Chill Bill', 'Again', 'Me, Myself & I', 'HUMBLE.', 'Right Hand', 'XO TOUR Llif3', 'Panda', 'Big Rings', 'One Dance', 'My Way (feat. Monty)', ""Don't""})"
frozenset({'Kick The Dust Up'}),"frozenset({'T-Shirt', 'Leave The Night On', 'Play It Again', ""That's My Kind Of Night"", 'Crash And Burn', 'House Party', 'This Is How We Roll', 'Die A Happy Man'})"
frozenset({'Kiss Me Thru The Phone'}),"frozenset({'Replay', 'Crank That (Soulja Boy)', 'Forever', 'Yeah!', 'Promiscuous', ""Buy U a Drank (Shawty Snappin')""})"
frozenset({'Knee Deep (feat. Jimmy Buffett)'}),"frozenset({'Wagon Wheel', 'Springsteen', 'Play It Again', 'Crash And Burn', 'Leave The Night On', 'Barefoot Blue Jean Night', 'This Is How We Roll', 'H.O.L.Y.', 'Drunk On A Plane', 'Homegrown', 'Die A Happy Man', 'Chicken Fried', 'Toes', 'House Party'})"
frozenset({'Know Yourself'}),"frozenset({'Jumpman', 'No Role Modelz', 'Energy'})"
frozenset({'LOVE. FEAT. ZACARI.'}),frozenset({'HUMBLE.'})
frozenset({'LOYALTY. FEAT. RIHANNA.'}),"frozenset({'HUMBLE.', 'DNA.'})"
"frozenset({'Leave The Night On', ""That's My Kind Of Night""})",frozenset({'Play It Again'})
"frozenset({'Leave The Night On', 'Barefoot Blue Jean Night'})","frozenset({'House Party', 'This Is How We Roll', 'Play It Again', 'Crash And Burn'})"
"frozenset({'Leave The Night On', 'Body Like A Back Road'})","frozenset({'House Party', 'Die A Happy Man'})"
"frozenset({'Leave The Night On', 'Break Up In A Small Town'})","frozenset({'T-Shirt', 'Take Your Time', 'Play It Again', 'Crash And Burn', 'House Party', 'Die A Happy Man'})"
"frozenset({'Leave The Night On', 'Crash And Burn'})","frozenset({'Play It Again', ""Don't It"", 'Get Me Some Of That', 'This Is How We Roll', 'Barefoot Blue Jean Night', 'Homegrown', 'Drunk On A Plane', 'Die A Happy Man', 'T-Shirt', 'Take Your Time', 'House Party', 'Break Up In A Small Town'})"
"frozenset({'Leave The Night On', 'Drunk On A Plane'})",frozenset({'Crash And Burn'})
"frozenset({'Leave The Night On', 'Get Me Some Of That'})","frozenset({'House Party', 'Crash And Burn', 'Die A Happy Man'})"
"frozenset({'Leave The Night On', 'H.O.L.Y.'})",frozenset({'Die A Happy Man'})
"frozenset({'Leave The Night On', 'Homegrown'})",frozenset({'Crash And Burn'})
"frozenset({'Leave The Night On', 'House Party'})","frozenset({'Body Like A Back Road', 'Play It Again', 'Crash And Burn', ""Don't It"", 'Barefoot Blue Jean Night', 'Get Me Some Of That', 'This Is How We Roll', 'Die A Happy Man', 'T-Shirt', 'Take Your Time', 'Break Up In A Small Town'})"
"frozenset({'Leave The Night On', 'Play It Again'})","frozenset({""That's My Kind Of Night"", 'Crash And Burn', 'Barefoot Blue Jean Night', 'This Is How We Roll', 'Die A Happy Man', 'T-Shirt', 'Take Your Time', 'House Party', 'Break Up In A Small Town'})"
"frozenset({'Leave The Night On', 'T-Shirt'})","frozenset({'Play It Again', 'Crash And Burn', 'House Party', 'Die A Happy Man', 'Break Up In A Small Town'})"
"frozenset({'Leave The Night On', 'Take Your Time'})","frozenset({'House Party', 'Play It Again', 'Crash And Burn', 'Break Up In A Small Town'})"
frozenset({'Leave The Night On'}),"frozenset({'I Like The Sound Of That', 'Sun Daze', 'Snapback', 'Play It Again', 'Wagon Wheel', ""Don't It"", 'Gonna Wanna Tonight', 'Get Me Some Of That', 'Drunk On Your Love', 'T-Shirt', 'Let Me See Ya Girl', 'House Party', 'Sippin’ On Fire', 'Get Your Shine On', 'Springsteen', 'Backroad Song', 'H.O.L.Y.', 'Ready Set Roll', 'Homegrown', 'Drunk On A Plane', 'Talladega', 'Confession', 'Beat Of The Music', 'Dirt', 'Crash And Burn', 'Barefoot Blue Jean Night', 'John Cougar, John Deere, John 3:16', 'American Kids', 'Make You Miss Me', 'Cruise', 'Take Your Time', ""Runnin' Outta Moonlight"", 'Make Me Wanna', 'Dirt Road Anthem', ""Where It's At"", 'Drinking class', 'Anything Goes', 'Loving You Easy', 'Stay A Little Longer', 'Chicken Fried', 'Break Up In A Small Town', 'Body Like A Back Road', ""That's My Kind Of Night"", ""I'm Comin' Over"", 'Sunshine & Whiskey', 'Love You Like That', 'Break Up with Him', 'Somewhere On A Beach', 'This Is How We Roll', 'Die A Happy Man', 'Round Here', 'It Goes Like This', 'Kick The Dust Up', 'Knee Deep (feat. Jimmy Buffett)', ""Whatever She's Got""})"
frozenset({'Let Me Love You'}),"frozenset({""Don't Let Me Down"", 'Closer', 'Cold Water (feat. Justin Bieber & MØ)'})"
frozenset({'Let Me See Ya Girl'}),"frozenset({'Play It Again', 'Crash And Burn', ""Don't It"", 'Leave The Night On', 'Barefoot Blue Jean Night', 'This Is How We Roll', 'Die A Happy Man', 'T-Shirt', 'Anything Goes', 'House Party'})"
frozenset({'Location'}),"frozenset({'HUMBLE.', 'Congratulations', 'iSpy (feat. Lil Yachty)', 'XO TOUR Llif3', 'Fake Love', 'Caroline', ""I'm the One""})"
frozenset({'Lose My Mind'}),frozenset({'Crash And Burn'})
"frozenset({'Love You Like That', 'Crash And Burn'})",frozenset({'House Party'})
"frozenset({'Love You Like That', 'House Party'})",frozenset({'Crash And Burn'})
frozenset({'Love You Like That'}),"frozenset({'Play It Again', 'Crash And Burn', ""Don't It"", ""I'm Comin' Over"", 'Leave The Night On', 'Get Me Some Of That', 'Barefoot Blue Jean Night', 'This Is How We Roll', 'Die A Happy Man', 'T-Shirt', 'Take Your Time', 'Anything Goes', 'House Party', 'Stay A Little Longer', 'Break Up In A Small Town'})"
frozenset({'Love Yourself'}),"frozenset({'What Do You Mean?', 'Sorry'})"
frozenset({'Loving You Easy'}),"frozenset({'T-Shirt', 'Springsteen', 'House Party', 'Crash And Burn', 'Leave The Night On', 'Homegrown', 'Die A Happy Man'})"
frozenset({'Low (feat T-Pain) - Feat T-Pain Album Version'}),"frozenset({'Hollaback Girl', 'Promiscuous', ""Buy U a Drank (Shawty Snappin')"", 'Crank That (Soulja Boy)', 'Fergalicious', 'Yeah!', 'Gold Digger', 'TiK ToK'})"
"frozenset({'Low Life', 'Chill Bill'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'Low Life', 'HUMBLE.'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})"
"frozenset({'Low Life', 'Mask Off'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'HUMBLE.'})"
"frozenset({'Low Life', 'Money Longer'})",frozenset({'You Was Right'})
"frozenset({'Low Life', 'X (feat. Future)'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'Low Life', 'You Was Right'})",frozenset({'Money Longer'})
frozenset({'Low Life'}),"frozenset({'X (feat. Future)', 'Starboy', 'Congratulations', '2 Phones', 'Fake Love', 'Famous', 'Money Longer', 'Jumpman', 'F*ck Up Some Commas', 'Antidote', 'Tunnel Vision', 'White Iverson', 'No Type', 'Blessings', 'Mask Off', 'Back To Back', 'Wet Dreamz', 'goosebumps', 'Come Get Her', 'iSpy (feat. Lil Yachty)', 'DNA.', 'Controlla', 'Where Ya At', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'pick up the phone', 'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'Really Really', 'Father Stretch My Hands Pt. 1', 'Swang', 'Too Good', '679 (feat. Remy Boyz)', 'Pop Style', 'Uber Everywhere', ""F**kin' Problems"", 'Chill Bill', 'HUMBLE.', 'Panda', 'Bounce Back', 'One Dance', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Magnolia', 'HUMBLE.', 'Mask Off'})",frozenset({'XO TOUR Llif3'})
"frozenset({'Magnolia', 'HUMBLE.'})","frozenset({'T-Shirt', 'DNA.', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Magnolia', 'Mask Off'})","frozenset({'T-Shirt', 'HUMBLE.', 'DNA.', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Magnolia', 'T-Shirt'})","frozenset({'Mask Off', 'HUMBLE.', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Magnolia', 'goosebumps'})","frozenset({'HUMBLE.', 'Mask Off', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
frozenset({'Magnolia'}),"frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Portland', 'T-Shirt', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Tunnel Vision', 'Drowning (feat. Kodak Black)', 'Bank Account', 'HUMBLE.', 'Mask Off', 'Butterfly Effect', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Make Me Wanna', 'Crash And Burn'})","frozenset({'House Party', 'Die A Happy Man'})"
"frozenset({'Make Me Wanna', 'House Party'})",frozenset({'Crash And Burn'})
frozenset({'Make Me Wanna'}),"frozenset({'Play It Again', 'Crash And Burn', ""Don't It"", 'Leave The Night On', 'Barefoot Blue Jean Night', 'Get Me Some Of That', 'This Is How We Roll', 'Die A Happy Man', 'T-Shirt', 'It Goes Like This', 'House Party', 'Break Up In A Small Town'})"
"frozenset({'Make You Miss Me', 'H.O.L.Y.'})",frozenset({'Die A Happy Man'})
"frozenset({'Make You Miss Me', 'House Party'})",frozenset({'T-Shirt'})
"frozenset({'Make You Miss Me', 'T-Shirt'})","frozenset({'House Party', 'Die A Happy Man'})"
frozenset({'Make You Miss Me'}),"frozenset({'I Like The Sound Of That', 'Snapback', 'Play It Again', ""I'm Comin' Over"", 'Crash And Burn', 'Body Like A Back Road', 'Leave The Night On', 'H.O.L.Y.', 'Somewhere On A Beach', 'This Is How We Roll', 'Die A Happy Man', 'T-Shirt', 'Take Your Time', 'House Party', 'Confession', 'Stay A Little Longer', 'Break Up In A Small Town'})"
"frozenset({'Mask Off', 'Fake Love'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'Mask Off', 'HUMBLE.', 'Fake Love'})","frozenset({'Congratulations', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'Mask Off', 'HUMBLE.', 'Swang'})","frozenset({'Bounce Back', 'T-Shirt', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Mask Off', 'HUMBLE.', 'Tunnel Vision'})","frozenset({'T-Shirt', 'Congratulations', 'DNA.', 'Bounce Back', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Mask Off', 'HUMBLE.', 'goosebumps'})","frozenset({'T-Shirt', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Mask Off', 'Money Longer'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'HUMBLE.'})"
"frozenset({'Mask Off', 'Moves'})",frozenset({'HUMBLE.'})
"frozenset({'Mask Off', 'No Heart'})",frozenset({'HUMBLE.'})
"frozenset({'Mask Off', 'Swang'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'T-Shirt', 'HUMBLE.', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Mask Off', 'Tunnel Vision'})","frozenset({'Swang', 'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Drowning (feat. Kodak Black)', 'Portland', 'You Was Right', 'T-Shirt', 'HUMBLE.', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Mask Off', 'goosebumps'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Portland', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Tunnel Vision', 'Drowning (feat. Kodak Black)', 'Bank Account', 'HUMBLE.', 'Butterfly Effect', 'Bounce Back', 'Magnolia', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
frozenset({'Mask Off'}),"frozenset({'X (feat. Future)', 'Congratulations', 'Portland', 'T-Shirt', 'Fake Love', 'Money Longer', 'Rake It Up', 'Jumpman', 'Rolex', 'Antidote', 'Tunnel Vision', 'Panda', 'White Iverson', 'No Type', 'Butterfly Effect', 'Passionfruit', 'goosebumps', ""It's A Vibe"", 'Come Get Her', 'iSpy (feat. Lil Yachty)', 'rockstar', 'DNA.', 'Moves', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'Bodak Yellow', 'pick up the phone', 'Caroline', 'Redbone', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Father Stretch My Hands Pt. 1', ""I'm the One"", 'Low Life', 'Unforgettable', 'Both (feat. Drake)', 'Drowning (feat. Kodak Black)', 'Bank Account', 'Chill Bill', 'HUMBLE.', 'Deja Vu', 'No Heart', 'One Night', 'Bounce Back', 'Magnolia', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'May We All', 'Body Like A Back Road'})","frozenset({'H.O.L.Y.', 'Die A Happy Man'})"
"frozenset({'May We All', 'H.O.L.Y.'})","frozenset({'Body Like A Back Road', 'Die A Happy Man'})"
frozenset({'May We All'}),"frozenset({'Body Like A Back Road', 'Snapback', 'Crash And Burn', 'H.O.L.Y.', 'Somewhere On A Beach', 'This Is How We Roll', 'Die A Happy Man', 'T-Shirt', 'Hurricane', 'Song for Another Time', 'Anything Goes', 'House Party', 'Confession', 'Break Up In A Small Town'})"
"frozenset({'Me, Myself & I'})","frozenset({'Jumpman', 'Broccoli (feat. Lil Yachty)', 'Panda', 'One Dance', 'No Role Modelz'})"
frozenset({'Mercy'}),frozenset({'Ni**as In Paris'})
frozenset({'Middle of a Memory'}),"frozenset({'T-Shirt', 'H.O.L.Y.', 'Die A Happy Man'})"
frozenset({'Money Longer'}),"frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'No Role Modelz', 'pick up the phone', 'Caroline', 'Fake Love', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Jumpman', 'Tunnel Vision', 'Low Life', 'Uber Everywhere', 'Chill Bill', 'HUMBLE.', 'No Heart', 'One Night', 'Bounce Back', 'Mask Off', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
frozenset({'Moves'}),"frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Fake Love', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'XO TOUR Llif3', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Slippery (feat. Gucci Mane)'})"
frozenset({'My House'}),"frozenset({'679 (feat. Remy Boyz)', 'One Dance', 'Closer'})"
frozenset({'My Humps'}),frozenset({'Yeah!'})
"frozenset({'My Way (feat. Monty)', 'Trap Queen'})",frozenset({'679 (feat. Remy Boyz)'})
frozenset({'My Way (feat. Monty)'}),"frozenset({'679 (feat. Remy Boyz)', 'Jumpman', 'Broccoli (feat. Lil Yachty)', 'Antidote', 'Trap Queen'})"
frozenset({'Needed Me'}),"frozenset({'Work', 'Too Good', 'Caroline', 'Fake Love', 'One Dance', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
frozenset({'Never Be Like You'}),frozenset({'Closer'})
frozenset({'Ni**as In Paris'}),"frozenset({""I Don't Fuck With You"", 'No Role Modelz', 'm.A.A.d city', 'Mercy', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Forever', 'Gold Digger', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)', 'The Motto', 'Jumpman', '679 (feat. Remy Boyz)', 'Antidote', ""F**kin' Problems"", 'Clique', 'Stronger', 'No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version', 'HUMBLE.', 'Panda', 'Bounce Back'})"
frozenset({'No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version'}),"frozenset({'679 (feat. Remy Boyz)', 'Jumpman', 'Broccoli (feat. Lil Yachty)', ""I Don't Fuck With You"", 'Gold Digger', 'No Type', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Trap Queen', 'Forever', 'Bounce Back', 'HeadBand (feat. 2 Chainz)', 'Come Get Her', 'Black Beatles', 'Ni**as In Paris'})"
frozenset({'No Heart'}),"frozenset({'X (feat. Future)', 'Congratulations', 'Tunnel Vision', 'You Was Right', 'T-Shirt', 'pick up the phone', 'HUMBLE.', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Money Longer', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Bad and Boujee (feat. Lil Uzi Vert)'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'Chill Bill', 'T-Shirt', 'pick up the phone', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Black Beatles'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Bounce Back'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'pick up the phone', 'HUMBLE.', 'Caroline', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Chill Bill'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'DNA.'})","frozenset({'HUMBLE.', 'Mask Off'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Fake Love'})","frozenset({'iSpy (feat. Lil Yachty)', 'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Famous'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'HUMBLE.', 'Mask Off'})","frozenset({'Bounce Back', 'XO TOUR Llif3'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'HUMBLE.'})","frozenset({'Broccoli (feat. Lil Yachty)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'No Role Modelz', 'T-Shirt', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Jumpman'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'No Problem (feat. Lil Wayne & 2 Chainz)', 'Low Life'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline', 'Broccoli (feat. Lil Yachty)'})"
